"Probes","Chr","Pos","deltaBeta","absDeltaBeta","DNAm_Effect","Author","Syndrome"
"cg16615454","chr12",50475167,-0.552314943840178,0.552314943840178,"Loss","Weksberg","Sotos"
"cg07292773","chr6",156718177,-0.549533405105438,0.549533405105438,"Loss","Weksberg","Sotos"
"cg14220678","chr1",46089024,-0.55345061154273,0.55345061154273,"Loss","Weksberg","Sotos"
"cg25968569","chr13",77461335,-0.553658557369589,0.553658557369589,"Loss","Weksberg","Sotos"
"cg12290671","chr7",99195819,-0.550850152608213,0.550850152608213,"Loss","Weksberg","Sotos"
"cg19092981","chr22",19751654,-0.553279607782805,0.553279607782805,"Loss","Weksberg","Sotos"
"cg02781088","chr2",113192302,-0.551124828856826,0.551124828856826,"Loss","Weksberg","Sotos"
"cg25646708","chr3",134031685,-0.546157045971143,0.546157045971143,"Loss","Weksberg","Sotos"
"cg13502125","chr1",147826191,-0.545925023385128,0.545925023385128,"Loss","Weksberg","Sotos"
"cg10690919","chr17",48912545,-0.545905217758047,0.545905217758047,"Loss","Weksberg","Sotos"
"cg02649698","chr10",43818854,-0.544792748834628,0.544792748834628,"Loss","Weksberg","Sotos"
"cg26915952","chr1",178456270,-0.542262020399556,0.542262020399556,"Loss","Weksberg","Sotos"
"cg19817652","chr17",36997420,-0.537740329257075,0.537740329257075,"Loss","Weksberg","Sotos"
"cg15477144","chr22",45705034,-0.545630924938957,0.545630924938957,"Loss","Weksberg","Sotos"
"cg26153054","chr2",132152814,-0.539355044073252,0.539355044073252,"Loss","Weksberg","Sotos"
"cg06686742","chr19",8273505,-0.54125042418424,0.54125042418424,"Loss","Weksberg","Sotos"
"cg12403142","chr1",92012408,-0.545151070810211,0.545151070810211,"Loss","Weksberg","Sotos"
"cg03962527","chr10",111766879,-0.540895316437292,0.540895316437292,"Loss","Weksberg","Sotos"
"cg11647108","chr10",81967516,-0.544641979578246,0.544641979578246,"Loss","Weksberg","Sotos"
"cg22249529","chr22",50985797,-0.540396800399556,0.540396800399556,"Loss","Weksberg","Sotos"
"cg00594854","chr17",48052682,-0.538572750122087,0.538572750122087,"Loss","Weksberg","Sotos"
"cg10999992","chr22",38200221,-0.529714324972253,0.529714324972253,"Loss","Weksberg","Sotos"
"cg26576890","chr6",41374939,-0.529356704217536,0.529356704217536,"Loss","Weksberg","Sotos"
"cg18373855","chr6",159360209,-0.537557253296337,0.537557253296337,"Loss","Weksberg","Sotos"
"cg04044120","chr11",73668757,-0.537078965116537,0.537078965116537,"Loss","Weksberg","Sotos"
"cg26643967","chr19",36485282,-0.535748677935627,0.535748677935627,"Loss","Weksberg","Sotos"
"cg25317631","chr11",44541905,-0.530619834084351,0.530619834084351,"Loss","Weksberg","Sotos"
"cg04358214","chr16",67143304,-0.52427924700333,0.52427924700333,"Loss","Weksberg","Sotos"
"cg12131208","chr17",58499700,-0.528009629855716,0.528009629855716,"Loss","Weksberg","Sotos"
"cg27535677","chr6",28601365,-0.524734493718091,0.524734493718091,"Loss","Weksberg","Sotos"
"cg26070540","chr20",30225666,-0.52847567772475,0.52847567772475,"Loss","Weksberg","Sotos"
"cg21811021","chr4",6659346,-0.510327301220866,0.510327301220866,"Loss","Weksberg","Sotos"
"cg21778193","chr1",1098070,-0.526819811320755,0.526819811320755,"Loss","Weksberg","Sotos"
"cg02153814","chr3",194014525,-0.524897651720311,0.524897651720311,"Loss","Weksberg","Sotos"
"cg18424208","chr5",149546337,-0.527447954495005,0.527447954495005,"Loss","Weksberg","Sotos"
"cg23381884","chr6",1597525,-0.525560280577136,0.525560280577136,"Loss","Weksberg","Sotos"
"cg06154311","chr20",61002657,-0.517339367258602,0.517339367258602,"Loss","Weksberg","Sotos"
"cg08043592","chr19",56687388,-0.525310234961154,0.525310234961154,"Loss","Weksberg","Sotos"
"cg13471599","chr12",120835778,-0.515679857158713,0.515679857158713,"Loss","Weksberg","Sotos"
"cg21915678","chr17",59494040,-0.521922960377359,0.521922960377359,"Loss","Weksberg","Sotos"
"cg07187855","chr6",30854161,-0.523020901886792,0.523020901886792,"Loss","Weksberg","Sotos"
"cg10502244","chr12",48399295,-0.522520791287458,0.522520791287458,"Loss","Weksberg","Sotos"
"cg26004771","chr1",178456093,-0.521469874870144,0.521469874870144,"Loss","Weksberg","Sotos"
"cg12233487","chr20",2517085,-0.515729516648169,0.515729516648169,"Loss","Weksberg","Sotos"
"cg14167415","chr5",77146999,-0.513318480788013,0.513318480788013,"Loss","Weksberg","Sotos"
"cg16073143","chr6",159360073,-0.520403280022198,0.520403280022198,"Loss","Weksberg","Sotos"
"cg09614479","chr10",81967536,-0.521134622031077,0.521134622031077,"Loss","Weksberg","Sotos"
"cg04157161","chr17",7906847,-0.518564786459489,0.518564786459489,"Loss","Weksberg","Sotos"
"cg04359418","chr10",76573396,-0.511630895005549,0.511630895005549,"Loss","Weksberg","Sotos"
"cg02404974","chr6",41376295,-0.515573871809101,0.515573871809101,"Loss","Weksberg","Sotos"
"cg09044186","chr11",116661388,-0.509061982463929,0.509061982463929,"Loss","Weksberg","Sotos"
"cg08083251","chr13",23309930,-0.514643689615385,0.514643689615385,"Loss","Weksberg","Sotos"
"cg05412788","chr12",120835721,-0.510851586681465,0.510851586681465,"Loss","Weksberg","Sotos"
"cg17801295","chr2",241640826,-0.510175558901221,0.510175558901221,"Loss","Weksberg","Sotos"
"cg21885361","chr7",127911034,-0.51023467045505,0.51023467045505,"Loss","Weksberg","Sotos"
"cg26600753","chr5",180622446,-0.511626816315205,0.511626816315205,"Loss","Weksberg","Sotos"
"cg25885280","chr11",70760166,-0.50823964063263,0.50823964063263,"Loss","Weksberg","Sotos"
"cg13614409","chr13",31506752,-0.510337892597114,0.510337892597114,"Loss","Weksberg","Sotos"
"cg09593860","chr11",113929287,-0.510388690011099,0.510388690011099,"Loss","Weksberg","Sotos"
"cg04561804","chr3",169683976,-0.513335930769231,0.513335930769231,"Loss","Weksberg","Sotos"
"cg20137746","chr10",27235598,-0.505390570810211,0.505390570810211,"Loss","Weksberg","Sotos"
"cg25438517","chr5",77146796,-0.50428065627081,0.50428065627081,"Loss","Weksberg","Sotos"
"cg22198853","chr6",1594411,-0.509038739595588,0.509038739595588,"Loss","Weksberg","Sotos"
"cg00990385","chr12",113587690,-0.510066251498335,0.510066251498335,"Loss","Weksberg","Sotos"
"cg10676327","chr4",6659735,-0.501170580099889,0.501170580099889,"Loss","Weksberg","Sotos"
"cg17604655","chr7",156735383,-0.50794648190899,0.50794648190899,"Loss","Weksberg","Sotos"
"cg02632490","chr10",88024529,-0.500749318993711,0.500749318993711,"Loss","Weksberg","Sotos"
"cg19196401","chr6",110721138,-0.501106702669683,0.501106702669683,"Loss","Weksberg","Sotos"
"cg17116120","chr20",30225681,-0.504680735216426,0.504680735216426,"Loss","Weksberg","Sotos"
"cg05516295","chr5",134526124,-0.502023255160932,0.502023255160932,"Loss","Weksberg","Sotos"
"cg17900689","chr17",4649262,-0.506828682130966,0.506828682130966,"Loss","Weksberg","Sotos"
"cg21010202","chr6",1615843,-0.506476237069922,0.506476237069922,"Loss","Weksberg","Sotos"
"cg12642717","chr18",12255318,-0.497407553718091,0.497407553718091,"Loss","Weksberg","Sotos"
"cg09674170","chr16",3062382,-0.50372787663707,0.50372787663707,"Loss","Weksberg","Sotos"
"cg05168012","chr2",102867275,-0.505464750155383,0.505464750155383,"Loss","Weksberg","Sotos"
"cg11117637","chr5",149546366,-0.502134768891403,0.502134768891403,"Loss","Weksberg","Sotos"
"cg26695758","chr6",32063607,-0.495744912586016,0.495744912586016,"Loss","Weksberg","Sotos"
"cg00970752","chr1",15711443,-0.502724611886793,0.502724611886793,"Loss","Weksberg","Sotos"
"cg10365562","chr3",46615549,-0.501987404261931,0.501987404261931,"Loss","Weksberg","Sotos"
"cg06842409","chr20",30437560,-0.502047573140955,0.502047573140955,"Loss","Weksberg","Sotos"
"cg17976205","chr20",61002857,-0.492894276914539,0.492894276914539,"Loss","Weksberg","Sotos"
"cg14706297","chr2",43328266,-0.50176811063263,0.50176811063263,"Loss","Weksberg","Sotos"
"cg04220541","chr8",48172992,-0.49585239145394,0.49585239145394,"Loss","Weksberg","Sotos"
"cg06693983","chr19",55889216,-0.488569384461709,0.488569384461709,"Loss","Weksberg","Sotos"
"cg06423211","chr19",551401,-0.498793430166482,0.498793430166482,"Loss","Weksberg","Sotos"
"cg26707664","chr18",60278353,-0.499598654162042,0.499598654162042,"Loss","Weksberg","Sotos"
"cg00549574","chr17",74350942,-0.490600734961154,0.490600734961154,"Loss","Weksberg","Sotos"
"cg11372436","chr4",24797007,-0.491462365045249,0.491462365045249,"Loss","Weksberg","Sotos"
"cg25257677","chr8",22223985,-0.498557950577137,0.498557950577137,"Loss","Weksberg","Sotos"
"cg13939055","chr1",244094869,-0.495367476437292,0.495367476437292,"Loss","Weksberg","Sotos"
"cg19094530","chr10",79470169,-0.498338378024417,0.498338378024417,"Loss","Weksberg","Sotos"
"cg23924370","chr2",88583805,-0.481757896892342,0.481757896892342,"Loss","Weksberg","Sotos"
"cg20737388","chr11",73668626,-0.496028632175361,0.496028632175361,"Loss","Weksberg","Sotos"
"cg06415891","chr1",2467096,-0.495658667760181,0.495658667760181,"Loss","Weksberg","Sotos"
"cg27500148","chr17",37011491,-0.493414857047725,0.493414857047725,"Loss","Weksberg","Sotos"
"cg08379987","chr13",31507139,-0.488291735349612,0.488291735349612,"Loss","Weksberg","Sotos"
"cg20816361","chr1",2467100,-0.494006922641509,0.494006922641509,"Loss","Weksberg","Sotos"
"cg00443981","chr17",58499679,-0.493415997225305,0.493415997225305,"Loss","Weksberg","Sotos"
"cg07537443","chr17",47572132,-0.490610194927858,0.490610194927858,"Loss","Weksberg","Sotos"
"cg09634707","chr10",72219713,-0.492206711098779,0.492206711098779,"Loss","Weksberg","Sotos"
"cg14429919","chr6",3054820,-0.485191383351831,0.485191383351831,"Loss","Weksberg","Sotos"
"cg09692695","chr2",74668286,-0.487350813540511,0.487350813540511,"Loss","Weksberg","Sotos"
"cg22300566","chr6",1598558,-0.489283704106548,0.489283704106548,"Loss","Weksberg","Sotos"
"cg17724412","chr6",28829283,-0.481905264705882,0.481905264705882,"Loss","Weksberg","Sotos"
"cg05308495","chr19",54515169,-0.488620742019978,0.488620742019978,"Loss","Weksberg","Sotos"
"cg13713218","chr9",100000033,-0.4743359772697,0.4743359772697,"Loss","Weksberg","Sotos"
"cg07405182","chr1",40598455,-0.485768587813541,0.485768587813541,"Loss","Weksberg","Sotos"
"cg10555383","chr8",143859990,-0.483328600499445,0.483328600499445,"Loss","Weksberg","Sotos"
"cg21406402","chr2",121223847,-0.481843836304107,0.481843836304107,"Loss","Weksberg","Sotos"
"cg25066665","chr1",150335507,-0.473619951609323,0.473619951609323,"Loss","Weksberg","Sotos"
"cg10635895","chr12",2339439,-0.486421495516093,0.486421495516093,"Loss","Weksberg","Sotos"
"cg04202002","chr2",127643360,-0.487171357935627,0.487171357935627,"Loss","Weksberg","Sotos"
"cg24574963","chr7",149120622,-0.482990798368479,0.482990798368479,"Loss","Weksberg","Sotos"
"cg27362048","chr11",116661237,-0.474878476026637,0.474878476026637,"Loss","Weksberg","Sotos"
"cg00091064","chr6",41376604,-0.484681796226415,0.484681796226415,"Loss","Weksberg","Sotos"
"cg19402939","chr3",184104481,-0.475839000332963,0.475839000332963,"Loss","Weksberg","Sotos"
"cg17034331","chr5",77146318,-0.480900350832408,0.480900350832408,"Loss","Weksberg","Sotos"
"cg18121224","chr5",176559563,-0.478885804827969,0.478885804827969,"Loss","Weksberg","Sotos"
"cg19940077","chr1",200842282,-0.479647685127636,0.479647685127636,"Loss","Weksberg","Sotos"
"cg23634477","chr6",27018112,-0.473733333074362,0.473733333074362,"Loss","Weksberg","Sotos"
"cg24187351","chrX",68525883,-0.454776775782464,0.454776775782464,"Loss","Weksberg","Sotos"
"cg18568930","chr19",51815658,-0.482176979467259,0.482176979467259,"Loss","Weksberg","Sotos"
"cg07581811","chr3",184491461,-0.477322732186459,0.477322732186459,"Loss","Weksberg","Sotos"
"cg19772114","chr6",28829321,-0.47251892563818,0.47251892563818,"Loss","Weksberg","Sotos"
"cg11559198","chr2",232348794,-0.477502019112098,0.477502019112098,"Loss","Weksberg","Sotos"
"cg14652587","chr17",75692571,-0.481862975283019,0.481862975283019,"Loss","Weksberg","Sotos"
"cg00944421","chr16",68269483,-0.479939209988901,0.479939209988901,"Loss","Weksberg","Sotos"
"cg27102629","chr10",76573155,-0.478634384461709,0.478634384461709,"Loss","Weksberg","Sotos"
"cg11012412","chr5",77147141,-0.471959241426887,0.471959241426887,"Loss","Weksberg","Sotos"
"cg20703261","chr6",41375153,-0.475907131742508,0.475907131742508,"Loss","Weksberg","Sotos"
"cg01342115","chr3",134031663,-0.478472699445061,0.478472699445061,"Loss","Weksberg","Sotos"
"cg00823843","chr1",244094885,-0.480460021409545,0.480460021409545,"Loss","Weksberg","Sotos"
"cg01952185","chr5",134813213,-0.480779129966704,0.480779129966704,"Loss","Weksberg","Sotos"
"cg00643333","chr22",45705037,-0.481036424417314,0.481036424417314,"Loss","Weksberg","Sotos"
"cg18409649","chr7",99066398,-0.47942336754717,0.47942336754717,"Loss","Weksberg","Sotos"
"cg24550212","chr20",45170494,-0.479773709655938,0.479773709655938,"Loss","Weksberg","Sotos"
"cg03687532","chr16",54228358,-0.479318854605993,0.479318854605993,"Loss","Weksberg","Sotos"
"cg21411366","chr4",24797176,-0.47596162108768,0.47596162108768,"Loss","Weksberg","Sotos"
"cg00524708","chr16",31159558,-0.475268477081021,0.475268477081021,"Loss","Weksberg","Sotos"
"cg09288885","chr16",86066714,-0.470569949833518,0.470569949833518,"Loss","Weksberg","Sotos"
"cg17453840","chr15",83317526,-0.471330911875694,0.471330911875694,"Loss","Weksberg","Sotos"
"cg14825735","chr6",1594066,-0.476178884805771,0.476178884805771,"Loss","Weksberg","Sotos"
"cg00270878","chr11",64334217,-0.476345614206437,0.476345614206437,"Loss","Weksberg","Sotos"
"cg06303238","chr20",50418959,-0.466198436736959,0.466198436736959,"Loss","Weksberg","Sotos"
"cg02123734","chr10",50649666,-0.474942928224195,0.474942928224195,"Loss","Weksberg","Sotos"
"cg06582782","chr12",5621261,-0.473451168368479,0.473451168368479,"Loss","Weksberg","Sotos"
"cg04539705","chr2",233384768,-0.470931496337403,0.470931496337403,"Loss","Weksberg","Sotos"
"cg11450541","chr13",24519920,-0.472813207203108,0.472813207203108,"Loss","Weksberg","Sotos"
"cg04942251","chr11",63687247,-0.470711917935627,0.470711917935627,"Loss","Weksberg","Sotos"
"cg14708990","chr11",76839217,-0.473464364705882,0.473464364705882,"Loss","Weksberg","Sotos"
"cg20084219","chr17",36997449,-0.467980490859728,0.467980490859728,"Loss","Weksberg","Sotos"
"cg09089451","chr7",149410923,-0.472869571587125,0.472869571587125,"Loss","Weksberg","Sotos"
"cg24024505","chr6",28829401,-0.460154791342952,0.460154791342952,"Loss","Weksberg","Sotos"
"cg23505823","chr12",123215524,-0.472678921642619,0.472678921642619,"Loss","Weksberg","Sotos"
"cg08772588","chr19",56000201,-0.471321639400666,0.471321639400666,"Loss","Weksberg","Sotos"
"cg21543589","chr20",30225685,-0.469780066670366,0.469780066670366,"Loss","Weksberg","Sotos"
"cg24524285","chr11",64405919,-0.470192119589345,0.470192119589345,"Loss","Weksberg","Sotos"
"cg02254407","chr11",73357159,-0.471842315205327,0.471842315205327,"Loss","Weksberg","Sotos"
"cg17978631","chr3",184491236,-0.463811338734739,0.463811338734739,"Loss","Weksberg","Sotos"
"cg26209990","chr7",127911258,-0.46666672554939,0.46666672554939,"Loss","Weksberg","Sotos"
"cg25457886","chr3",14339565,-0.461071238834628,0.461071238834628,"Loss","Weksberg","Sotos"
"cg10365886","chr6",32063874,-0.470259962597114,0.470259962597114,"Loss","Weksberg","Sotos"
"cg11923631","chr21",45705721,-0.466428106681465,0.466428106681465,"Loss","Weksberg","Sotos"
"cg03063309","chr4",24796919,-0.465951648612653,0.465951648612653,"Loss","Weksberg","Sotos"
"cg15674899","chr5",150618077,-0.469385767147614,0.469385767147614,"Loss","Weksberg","Sotos"
"cg07242540","chr1",12600348,-0.469367148612653,0.469367148612653,"Loss","Weksberg","Sotos"
"cg01856384","chr6",41376904,-0.466791568701443,0.466791568701443,"Loss","Weksberg","Sotos"
"cg27251412","chr21",45705740,-0.464302584017758,0.464302584017758,"Loss","Weksberg","Sotos"
"cg12133451","chr1",227746453,-0.4671714518202,0.4671714518202,"Loss","Weksberg","Sotos"
"cg05630111","chr1",150948030,-0.465576372608213,0.465576372608213,"Loss","Weksberg","Sotos"
"cg13105599","chr15",67356641,-0.454259544106548,0.454259544106548,"Loss","Weksberg","Sotos"
"cg22497095","chr6",28601375,-0.457007299445061,0.457007299445061,"Loss","Weksberg","Sotos"
"cg09117688","chr13",41496623,-0.449874132963374,0.449874132963374,"Loss","Weksberg","Sotos"
"cg02757970","chr2",25427350,-0.467344459378468,0.467344459378468,"Loss","Weksberg","Sotos"
"cg17261676","chr6",26016808,-0.46328720554939,0.46328720554939,"Loss","Weksberg","Sotos"
"cg05133205","chr6",32121249,-0.465826102597114,0.465826102597114,"Loss","Weksberg","Sotos"
"cg20625967","chr15",42328655,-0.465325158379578,0.465325158379578,"Loss","Weksberg","Sotos"
"cg20701556","chr1",95698924,-0.463159567813541,0.463159567813541,"Loss","Weksberg","Sotos"
"cg04159546","chr1",3605087,-0.462804201109878,0.462804201109878,"Loss","Weksberg","Sotos"
"cg20631820","chr13",95086158,-0.459078400332963,0.459078400332963,"Loss","Weksberg","Sotos"
"cg19760250","chr17",36997627,-0.451310648390677,0.451310648390677,"Loss","Weksberg","Sotos"
"cg03541791","chr6",28829396,-0.460172332408435,0.460172332408435,"Loss","Weksberg","Sotos"
"cg23280506","chr17",14201938,-0.463890781333333,0.463890781333333,"Loss","Weksberg","Sotos"
"cg06689045","chr3",120025420,-0.461558204994451,0.461558204994451,"Loss","Weksberg","Sotos"
"cg10854819","chr15",31515852,-0.464742893371041,0.464742893371041,"Loss","Weksberg","Sotos"
"cg09510752","chr5",134526173,-0.459030307325194,0.459030307325194,"Loss","Weksberg","Sotos"
"cg07521193","chr15",27819422,-0.454746207103219,0.454746207103219,"Loss","Weksberg","Sotos"
"cg06155303","chr1",29460817,-0.454164455826859,0.454164455826859,"Loss","Weksberg","Sotos"
"cg01101782","chr1",202778711,-0.45941797791343,0.45941797791343,"Loss","Weksberg","Sotos"
"cg01205267","chr13",47126300,-0.460262811764706,0.460262811764706,"Loss","Weksberg","Sotos"
"cg01235820","chr20",642782,-0.462013473263041,0.462013473263041,"Loss","Weksberg","Sotos"
"cg21235532","chr18",19476870,-0.462858350754717,0.462858350754717,"Loss","Weksberg","Sotos"
"cg26010218","chr4",78977223,-0.462228449278579,0.462228449278579,"Loss","Weksberg","Sotos"
"cg20462561","chr1",228890820,-0.461667392230855,0.461667392230855,"Loss","Weksberg","Sotos"
"cg08378788","chr17",1395864,-0.457665410987791,0.457665410987791,"Loss","Weksberg","Sotos"
"cg19049754","chr10",81966990,-0.461445259378468,0.461445259378468,"Loss","Weksberg","Sotos"
"cg06825512","chr18",10453969,-0.46132782463929,0.46132782463929,"Loss","Weksberg","Sotos"
"cg14759977","chr13",41496782,-0.447396013540511,0.447396013540511,"Loss","Weksberg","Sotos"
"cg00003625","chr17",48912543,-0.45960148490566,0.45960148490566,"Loss","Weksberg","Sotos"
"cg11985480","chr2",74729100,-0.461125106836848,0.461125106836848,"Loss","Weksberg","Sotos"
"cg08247921","chr4",103683115,-0.458002920976693,0.458002920976693,"Loss","Weksberg","Sotos"
"cg02497785","chr7",48494608,-0.45880216381798,0.45880216381798,"Loss","Weksberg","Sotos"
"cg12408990","chr5",179634671,-0.451391437946726,0.451391437946726,"Loss","Weksberg","Sotos"
"cg12799314","chr10",1405193,-0.456323420532741,0.456323420532741,"Loss","Weksberg","Sotos"
"cg18206867","chr2",62422351,-0.455984925860155,0.455984925860155,"Loss","Weksberg","Sotos"
"cg17918558","chr1",46945595,-0.459820658490566,0.459820658490566,"Loss","Weksberg","Sotos"
"cg27576576","chr7",156786077,-0.456528326526082,0.456528326526082,"Loss","Weksberg","Sotos"
"cg14433314","chr7",1233469,-0.453695125560488,0.453695125560488,"Loss","Weksberg","Sotos"
"cg14802355","chr4",103683140,-0.452110018978912,0.452110018978912,"Loss","Weksberg","Sotos"
"cg23076537","chr10",93643678,-0.459125832519423,0.459125832519423,"Loss","Weksberg","Sotos"
"cg04638150","chr11",62273418,-0.457809089678135,0.457809089678135,"Loss","Weksberg","Sotos"
"cg24853438","chr5",77139492,-0.451538504883463,0.451538504883463,"Loss","Weksberg","Sotos"
"cg16915863","chr12",54523294,-0.449430753665158,0.449430753665158,"Loss","Weksberg","Sotos"
"cg13391079","chr13",25212556,-0.456887931076582,0.456887931076582,"Loss","Weksberg","Sotos"
"cg05868531","chr2",232348602,-0.45333258290788,0.45333258290788,"Loss","Weksberg","Sotos"
"cg25337631","chr10",103500093,-0.453006987569367,0.453006987569367,"Loss","Weksberg","Sotos"
"cg13934406","chr6",32120878,-0.452039130854606,0.452039130854606,"Loss","Weksberg","Sotos"
"cg14372753","chr22",18064176,-0.452963743063263,0.452963743063263,"Loss","Weksberg","Sotos"
"cg20580913","chr6",1599288,-0.44902445127636,0.44902445127636,"Loss","Weksberg","Sotos"
"cg16216407","chr4",24797140,-0.450471125527192,0.450471125527192,"Loss","Weksberg","Sotos"
"cg09368716","chr1",1361655,-0.455583066592675,0.455583066592675,"Loss","Weksberg","Sotos"
"cg11931626","chr4",184679532,-0.456005578801332,0.456005578801332,"Loss","Weksberg","Sotos"
"cg23327896","chr11",73669290,-0.455926801331853,0.455926801331853,"Loss","Weksberg","Sotos"
