"Probes","Chr","Pos","deltaBeta","absDeltaBeta","DNAm_Effect","Author","Syndrome"
"cg01342115","chr3",134031663,-0.4432631,0.4432631,"Loss","Sadikovic","Sotos"
"cg06154311","chr20",61002657,-0.4940315,0.4940315,"Loss","Sadikovic","Sotos"
"cg21215576","chr8",124217760,-0.4688015,0.4688015,"Loss","Sadikovic","Sotos"
"cg05225634","chr6",156718288,-0.5302176,0.5302176,"Loss","Sadikovic","Sotos"
"cg26218577","chr15",69744466,-0.4109864,0.4109864,"Loss","Sadikovic","Sotos"
"cg05413199","chr16",67430454,-0.4124092,0.4124092,"Loss","Sadikovic","Sotos"
"cg03329019","chr1",221051117,-0.3541939,0.3541939,"Loss","Sadikovic","Sotos"
"cg15477144","chr22",45705034,-0.5018612,0.5018612,"Loss","Sadikovic","Sotos"
"cg25037000","chr1",2931557,-0.3537548,0.3537548,"Loss","Sadikovic","Sotos"
"cg20703261","chr6",41375153,-0.4638222,0.4638222,"Loss","Sadikovic","Sotos"
"cg05412788","chr12",120835721,-0.4830497,0.4830497,"Loss","Sadikovic","Sotos"
"cg25968569","chr13",77461335,-0.4895073,0.4895073,"Loss","Sadikovic","Sotos"
"cg08234689","chr7",127910927,-0.513236,0.513236,"Loss","Sadikovic","Sotos"
"cg07816556","chr6",26017280,-0.5585214,0.5585214,"Loss","Sadikovic","Sotos"
"cg21778193","chr1",1098070,-0.4854644,0.4854644,"Loss","Sadikovic","Sotos"
"cg11541486","chr17",72358055,-0.26700905,0.26700905,"Loss","Sadikovic","Sotos"
"cg20871559","chr1",156361263,-0.3479901,0.3479901,"Loss","Sadikovic","Sotos"
"cg25240254","chr19",56000944,-0.4163934,0.4163934,"Loss","Sadikovic","Sotos"
"cg00326131","chr2",74668477,-0.3627629,0.3627629,"Loss","Sadikovic","Sotos"
"cg25453677","chr17",1835735,-0.4225222,0.4225222,"Loss","Sadikovic","Sotos"
"cg04159546","chr1",3605087,-0.4409028,0.4409028,"Loss","Sadikovic","Sotos"
"cg24727290","chr6",30850868,-0.3519251,0.3519251,"Loss","Sadikovic","Sotos"
"cg21105875","chr1",202778869,-0.6497565,0.6497565,"Loss","Sadikovic","Sotos"
"cg18033770","chr9",139259074,-0.3443774,0.3443774,"Loss","Sadikovic","Sotos"
"cg21475076","chr1",1100493,-0.4079366,0.4079366,"Loss","Sadikovic","Sotos"
"cg22012583","chr1",150947949,-0.2974708,0.2974708,"Loss","Sadikovic","Sotos"
"cg00424451","chr17",76338660,-0.3253774,0.3253774,"Loss","Sadikovic","Sotos"
"cg23897302","chr14",103393970,-0.3204271,0.3204271,"Loss","Sadikovic","Sotos"
"cg02399371","chr17",79306875,-0.3173547,0.3173547,"Loss","Sadikovic","Sotos"
"cg23006204","chr9",130700866,-0.369207,0.369207,"Loss","Sadikovic","Sotos"
"cg13641713","chr9",139023169,-0.4183821,0.4183821,"Loss","Sadikovic","Sotos"
"cg20068058","chr11",46317859,-0.3087955,0.3087955,"Loss","Sadikovic","Sotos"
"cg25921357","chr19",55887905,-0.3432353,0.3432353,"Loss","Sadikovic","Sotos"
"cg02024846","chr9",99382466,-0.3105752,0.3105752,"Loss","Sadikovic","Sotos"
"cg04196143","chr2",162096032,-0.3665543,0.3665543,"Loss","Sadikovic","Sotos"
"cg08889009","chr15",59157123,-0.27952163,0.27952163,"Loss","Sadikovic","Sotos"
"cg16800939","chr14",100631798,-0.3192114,0.3192114,"Loss","Sadikovic","Sotos"
"cg19185846","chr2",71123233,-0.3549133,0.3549133,"Loss","Sadikovic","Sotos"
"cg08378788","chr17",1395864,-0.3976768,0.3976768,"Loss","Sadikovic","Sotos"
"cg20638675","chr10",45374906,-0.36100952,0.36100952,"Loss","Sadikovic","Sotos"
"cg24942458","chr19",33723713,-0.3080972,0.3080972,"Loss","Sadikovic","Sotos"
"cg17220161","chr1",203242601,-0.2986614,0.2986614,"Loss","Sadikovic","Sotos"
"cg24642820","chr3",13462465,-0.3066191,0.3066191,"Loss","Sadikovic","Sotos"
"cg19817652","chr17",36997420,-0.4843291,0.4843291,"Loss","Sadikovic","Sotos"
"cg01135546","chr17",45949828,-0.25005539,0.25005539,"Loss","Sadikovic","Sotos"
"cg23694533","chr17",40806193,-0.3381098,0.3381098,"Loss","Sadikovic","Sotos"
"cg19959917","chr10",44878373,-0.3300063,0.3300063,"Loss","Sadikovic","Sotos"
"cg05092353","chr13",113777013,-0.3290121,0.3290121,"Loss","Sadikovic","Sotos"
"cg12453228","chr6",41338345,-0.3303976,0.3303976,"Loss","Sadikovic","Sotos"
"cg07870378","chr16",4665298,-0.3019141,0.3019141,"Loss","Sadikovic","Sotos"
"cg06462065","chr19",55885168,-0.2516699,0.2516699,"Loss","Sadikovic","Sotos"
"cg09044186","chr11",116661388,-0.4570524,0.4570524,"Loss","Sadikovic","Sotos"
"cg27520536","chr16",54228323,-0.3657265,0.3657265,"Loss","Sadikovic","Sotos"
"cg25547332","chr5",131281432,-0.3224772,0.3224772,"Loss","Sadikovic","Sotos"
"cg08461752","chr10",43522343,-0.4070287,0.4070287,"Loss","Sadikovic","Sotos"
"cg03292743","chr2",74642838,-0.3363339,0.3363339,"Loss","Sadikovic","Sotos"
"cg19286437","chr10",88428117,-0.3412345,0.3412345,"Loss","Sadikovic","Sotos"
"cg25125298","chr5",71853215,-0.26897405,0.26897405,"Loss","Sadikovic","Sotos"
"cg10347828","chr19",49244040,-0.3043358,0.3043358,"Loss","Sadikovic","Sotos"
"cg25924688","chr15",72977851,-0.2852493,0.2852493,"Loss","Sadikovic","Sotos"
"cg06114987","chr16",86611714,-0.3105496,0.3105496,"Loss","Sadikovic","Sotos"
"cg03123541","chr1",95699097,-0.3479001,0.3479001,"Loss","Sadikovic","Sotos"
"cg05897163","chr17",37782302,-0.4115117,0.4115117,"Loss","Sadikovic","Sotos"
"cg02136452","chr16",49872492,-0.24895977,0.24895977,"Loss","Sadikovic","Sotos"
"cg05998295","chr8",21775764,-0.2790069,0.2790069,"Loss","Sadikovic","Sotos"
"cg09408902","chr2",121338544,-0.2964397,0.2964397,"Loss","Sadikovic","Sotos"
"cg08801479","chr6",32165200,-0.3530766,0.3530766,"Loss","Sadikovic","Sotos"
"cg03503642","chr6",75912711,-0.2860227,0.2860227,"Loss","Sadikovic","Sotos"
"cg11097968","chr14",103012188,-0.3076008,0.3076008,"Loss","Sadikovic","Sotos"
"cg24083746","chr19",45826152,-0.2528922,0.2528922,"Loss","Sadikovic","Sotos"
"cg02197228","chr2",220402771,-0.274589,0.274589,"Loss","Sadikovic","Sotos"
"cg19143959","chr15",40572794,-0.2689258,0.2689258,"Loss","Sadikovic","Sotos"
"cg01914059","chr16",88448561,-0.3158636,0.3158636,"Loss","Sadikovic","Sotos"
"cg13206556","chr13",20875399,-0.2816947,0.2816947,"Loss","Sadikovic","Sotos"
"cg14264194","chr1",211652549,-0.27868155,0.27868155,"Loss","Sadikovic","Sotos"
"cg24210717","chr12",50497827,-0.277336,0.277336,"Loss","Sadikovic","Sotos"
"cg24942922","chr3",120003547,-0.3224464,0.3224464,"Loss","Sadikovic","Sotos"
"cg12043200","chr14",21090883,-0.3323065,0.3323065,"Loss","Sadikovic","Sotos"
"cg24413781","chr19",8273693,-0.25536995,0.25536995,"Loss","Sadikovic","Sotos"
"cg19925872","chr15",90543392,-0.2390126,0.2390126,"Loss","Sadikovic","Sotos"
"cg13734535","chr9",132948449,-0.2467462,0.2467462,"Loss","Sadikovic","Sotos"
"cg12165772","chr17",48070354,-0.3397914,0.3397914,"Loss","Sadikovic","Sotos"
"cg16317038","chr1",38495051,-0.2787236,0.2787236,"Loss","Sadikovic","Sotos"
"cg19893439","chr12",56617730,-0.3059885,0.3059885,"Loss","Sadikovic","Sotos"
"cg08289350","chr17",74524371,-0.2886708,0.2886708,"Loss","Sadikovic","Sotos"
"cg06687640","chr5",159560692,-0.2168424,0.2168424,"Loss","Sadikovic","Sotos"
